session_id,timestamp,student_id,query_text,matched_concept_id,similarity_score,current_step,mastery_score,feedback_status
sess-979132f5,2026-09-03T05:10:29.694132+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.4335,4,0.325,viewed_step_4
sess-979132f5,2026-09-03T05:10:29.695531+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.4335,4,0.689,quiz_correct
sess-8428f6a7,2026-09-03T07:31:06.664380+00:00,student_local,What is photosynthesis,BIO-C13-00,0.2194,1,0.165,initialized
sess-8428f6a7,2026-09-03T07:31:06.664718+00:00,student_local,What is photosynthesis,BIO-C13-00,0.2194,1,0.165,viewed_step_1
sess-33ae5cc7,2026-09-03T07:32:49.041120+00:00,student_local,What is photosynthesis,BIO-C13-02,0.2104,1,0.158,initialized
sess-33ae5cc7,2026-09-03T07:32:49.041473+00:00,student_local,What is photosynthesis,BIO-C13-02,0.2104,1,0.158,viewed_step_1
sess-1c43e220,2026-09-03T07:50:39.053686+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.4786,1,0.359,initialized
sess-1c43e220,2026-09-03T07:50:39.053997+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.4786,1,0.359,viewed_step_1
sess-fb14523e,2026-09-03T07:51:24.682925+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,1,0.376,initialized
sess-fb14523e,2026-09-03T07:51:24.683249+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,1,0.376,viewed_step_1
sess-fb14523e,2026-09-03T07:51:24.684944+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,2,0.376,viewed_step_2
sess-fb14523e,2026-09-03T07:51:24.686197+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,3,0.376,viewed_step_3
sess-fb14523e,2026-09-03T07:51:24.687430+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,4,0.376,viewed_step_4
sess-fb14523e,2026-09-03T07:51:24.688865+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,0.5007,4,0.732,quiz_correct
sess-c3219a48,2026-09-03T07:51:43.897675+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,1,0.312,initialized
sess-c3219a48,2026-09-03T07:51:43.898066+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,1,0.312,viewed_step_1
sess-c3219a48,2026-09-03T07:51:43.900673+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,2,0.312,viewed_step_2
sess-c3219a48,2026-09-03T07:51:43.902467+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,3,0.312,viewed_step_3
sess-c3219a48,2026-09-03T07:51:43.903977+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,4,0.312,viewed_step_4
sess-c3219a48,2026-09-03T07:51:43.905506+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.4159,4,0.677,quiz_correct
sess-54eae854,2026-09-03T14:43:43.248262+00:00,student_local,What is lac operon regulation repressor,NCERT-ClassXI-CH05-P100-35,0.9929,1,0.745,initialized
sess-de61be7c,2026-09-03T14:44:23.856173+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,1,0.503,initialized
sess-de61be7c,2026-09-03T14:44:23.856455+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,1,0.503,viewed_step_1
sess-de61be7c,2026-09-03T14:44:23.860882+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,2,0.503,viewed_step_2
sess-de61be7c,2026-09-03T14:44:23.862578+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,3,0.503,viewed_step_3
sess-de61be7c,2026-09-03T14:44:23.863795+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,4,0.503,viewed_step_4
sess-de61be7c,2026-09-03T14:44:23.864817+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6702,4,0.817,quiz_correct
sess-3f0a380c,2026-09-03T14:44:37.319734+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-00,0.5616,1,0.421,initialized
sess-3f0a380c,2026-09-03T14:44:37.320001+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-00,0.5616,1,0.421,viewed_step_1
sess-98e22efe,2026-09-03T14:46:36.868390+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,1,0.468,initialized
sess-98e22efe,2026-09-03T14:46:36.868665+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,1,0.468,viewed_step_1
sess-98e22efe,2026-09-03T14:46:36.871317+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,2,0.468,viewed_step_2
sess-98e22efe,2026-09-03T14:46:36.873246+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,3,0.468,viewed_step_3
sess-98e22efe,2026-09-03T14:46:36.874833+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,4,0.468,viewed_step_4
sess-98e22efe,2026-09-03T14:46:36.876444+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6238,4,0.796,quiz_correct
sess-93192f1c,2026-09-03T14:46:58.360424+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,1,0.497,initialized
sess-93192f1c,2026-09-03T14:46:58.360698+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,1,0.497,viewed_step_1
sess-93192f1c,2026-09-03T14:46:58.362668+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,2,0.497,viewed_step_2
sess-93192f1c,2026-09-03T14:46:58.363922+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,3,0.497,viewed_step_3
sess-93192f1c,2026-09-03T14:46:58.364943+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,4,0.497,viewed_step_4
sess-93192f1c,2026-09-03T14:46:58.365933+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6628,4,0.813,quiz_correct
sess-973fe2d5,2026-09-03T15:12:49.334638+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,1,0.950,initialized
sess-973fe2d5,2026-09-03T15:12:49.334964+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,1,0.950,viewed_step_1
sess-973fe2d5,2026-09-03T15:12:49.337217+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,2,0.950,viewed_step_2
sess-973fe2d5,2026-09-03T15:12:49.338493+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,3,0.950,viewed_step_3
sess-973fe2d5,2026-09-03T15:12:49.339537+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,4,0.950,viewed_step_4
sess-973fe2d5,2026-09-03T15:12:49.340507+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.6703,4,0.988,quiz_correct
sess-80c3ed52,2026-09-03T15:13:03.965256+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,1,0.950,initialized
sess-80c3ed52,2026-09-03T15:13:03.966841+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,1,0.950,viewed_step_1
sess-80c3ed52,2026-09-03T15:13:03.969217+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,2,0.950,viewed_step_2
sess-80c3ed52,2026-09-03T15:13:03.970909+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,3,0.950,viewed_step_3
sess-80c3ed52,2026-09-03T15:13:03.972287+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,4,0.950,viewed_step_4
sess-80c3ed52,2026-09-03T15:13:03.974391+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6240,4,0.988,quiz_correct
sess-6fff3916,2026-09-03T16:16:04.152186+00:00,test_verify,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6314,1,0.815,initialized
sess-6fff3916,2026-09-03T16:16:04.152815+00:00,test_verify,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.6314,1,0.815,viewed_step_1
sess-b0aa0773,2026-09-03T16:16:18.537965+00:00,test_verify,Explain Calvin cycle,BIO-C13-02,0.5270,1,0.815,initialized
sess-b0aa0773,2026-09-03T16:16:18.538243+00:00,test_verify,Explain Calvin cycle,BIO-C13-02,0.5270,1,0.815,viewed_step_1
sess-d1b7b606,2026-09-03T16:31:37.514985+00:00,beast_verify,difference between mitosis and meiosis,BIO-C10-03,0.6847,1,0.500,initialized
sess-d1b7b606,2026-09-03T16:31:37.516160+00:00,beast_verify,difference between mitosis and meiosis,BIO-C10-03,0.6847,1,0.500,viewed_step_1
sess-b8fc98b0,2026-09-03T16:38:11.663215+00:00,foot_test,teach me about a earthworm,NCERT-ClassXI-CH04-P043-15,0.5888,1,0.500,initialized
sess-7b01af67,2026-09-03T16:50:51.101736+00:00,final_check,teach me about a earthworm,NCERT-ClassXI-CH04-P043-15,0.5888,1,0.500,initialized
sess-f18620a8,2026-09-03T16:54:34.663148+00:00,conn2,What is photosynthesis?,BIO-C13-00,0.7909,1,0.500,initialized
sess-f18620a8,2026-09-03T16:54:34.663499+00:00,conn2,What is photosynthesis?,BIO-C13-00,0.7909,1,0.500,viewed_step_1
sess-a9a0f29a,2026-09-03T16:56:19.993476+00:00,rag1,Why is brain white?,BIO-C21-01,0.7785,1,0.500,initialized
sess-a9a0f29a,2026-09-03T16:56:19.993767+00:00,rag1,Why is brain white?,BIO-C21-01,0.7785,1,0.500,viewed_step_1
sess-e63ac695,2026-09-03T17:25:40.095643+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,1,0.988,initialized
sess-e63ac695,2026-09-03T17:25:40.096115+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,1,0.988,viewed_step_1
sess-e63ac695,2026-09-03T17:25:40.098932+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,2,0.988,viewed_step_2
sess-e63ac695,2026-09-03T17:25:40.101709+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,3,0.988,viewed_step_3
sess-e63ac695,2026-09-03T17:25:40.103813+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,4,0.988,viewed_step_4
sess-e63ac695,2026-09-03T17:25:40.106245+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,4,0.990,quiz_correct
sess-4b8ce182,2026-09-03T17:25:42.594019+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,1,0.988,initialized
sess-4b8ce182,2026-09-03T17:25:42.594353+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,1,0.988,viewed_step_1
sess-4b8ce182,2026-09-03T17:25:42.596298+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,2,0.988,viewed_step_2
sess-4b8ce182,2026-09-03T17:25:42.598480+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,3,0.988,viewed_step_3
sess-4b8ce182,2026-09-03T17:25:42.599807+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,4,0.988,viewed_step_4
sess-4b8ce182,2026-09-03T17:25:42.601012+00:00,student_local,What is lac operon regulation repressor,BIO-C05-03,0.8426,4,0.990,quiz_correct
sess-6be63b26,2026-09-03T17:26:00.858495+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,1,0.990,initialized
sess-6be63b26,2026-09-03T17:26:00.858895+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,1,0.990,viewed_step_1
sess-6be63b26,2026-09-03T17:26:00.861841+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,2,0.990,viewed_step_2
sess-6be63b26,2026-09-03T17:26:00.866310+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,3,0.990,viewed_step_3
sess-6be63b26,2026-09-03T17:26:00.868645+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,4,0.990,viewed_step_4
sess-6be63b26,2026-09-03T17:26:00.872384+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7686,4,0.990,quiz_correct
sess-44260e68,2026-09-03T17:26:32.679591+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,1,0.990,initialized
sess-44260e68,2026-09-03T17:26:32.680217+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,1,0.990,viewed_step_1
sess-44260e68,2026-09-03T17:26:32.685411+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,2,0.990,viewed_step_2
sess-44260e68,2026-09-03T17:26:32.688840+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,3,0.990,viewed_step_3
sess-44260e68,2026-09-03T17:26:32.692427+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,4,0.990,viewed_step_4
sess-44260e68,2026-09-03T17:26:32.696011+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7641,4,0.990,quiz_correct
sess-d1be6dba,2026-09-04T02:17:19.233975+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,1,0.990,initialized
sess-d1be6dba,2026-09-04T02:17:19.234210+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,1,0.990,viewed_step_1
sess-d1be6dba,2026-09-04T02:17:19.237396+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,2,0.990,viewed_step_2
sess-d1be6dba,2026-09-04T02:17:19.239167+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,3,0.990,viewed_step_3
sess-d1be6dba,2026-09-04T02:17:19.240608+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,4,0.990,viewed_step_4
sess-d1be6dba,2026-09-04T02:17:19.242416+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,0.7955,4,0.990,quiz_correct
sess-922217e0,2026-09-04T02:55:32.863271+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,initialized
sess-922217e0,2026-09-04T02:55:32.863515+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,viewed_step_1
sess-922217e0,2026-09-04T02:55:32.865732+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,2,0.990,viewed_step_2
sess-922217e0,2026-09-04T02:55:32.867328+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,3,0.990,viewed_step_3
sess-922217e0,2026-09-04T02:55:32.868720+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,viewed_step_4
sess-922217e0,2026-09-04T02:55:32.870920+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,quiz_correct
sess-3f4dac95,2026-09-04T04:39:43.987111+00:00,live1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-3f4dac95,2026-09-04T04:39:43.990283+00:00,live1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-ef294670,2026-09-04T04:42:01.694725+00:00,fail1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-ef294670,2026-09-04T04:42:01.695326+00:00,fail1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-300d45ea,2026-09-04T04:42:06.394161+00:00,fail1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-300d45ea,2026-09-04T04:42:06.394748+00:00,fail1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-a751a032,2026-09-04T04:46:51.311134+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-a751a032,2026-09-04T04:46:51.311955+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-656faf51,2026-09-04T04:46:53.528776+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.250,initialized
sess-656faf51,2026-09-04T04:46:53.529379+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.250,viewed_step_1
sess-a2b1ec4f,2026-09-04T04:51:18.206426+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-a2b1ec4f,2026-09-04T04:51:18.206952+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-6cd789b6,2026-09-04T04:51:20.226444+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.186,initialized
sess-6cd789b6,2026-09-04T04:51:20.227054+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.186,viewed_step_1
sess-b5e74b7d,2026-09-04T05:09:02.559939+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,1,0.990,initialized
sess-b5e74b7d,2026-09-04T05:09:02.560531+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,1,0.990,viewed_step_1
sess-b5e74b7d,2026-09-04T05:09:02.565493+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,2,0.990,viewed_step_2
sess-b5e74b7d,2026-09-04T05:09:02.569107+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,3,0.990,viewed_step_3
sess-b5e74b7d,2026-09-04T05:09:02.572934+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,4,0.990,viewed_step_4
sess-b5e74b7d,2026-09-04T05:09:02.577385+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2985,4,0.990,quiz_correct
sess-de4acbf0,2026-09-04T05:23:32.667696+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-de4acbf0,2026-09-04T05:23:32.668421+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-00c4567e,2026-09-04T05:23:34.199285+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.175,initialized
sess-00c4567e,2026-09-04T05:23:34.200040+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.175,viewed_step_1
sess-eeaec5c7,2026-09-04T05:28:22.548842+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,initialized
sess-eeaec5c7,2026-09-04T05:28:22.549928+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,viewed_step_1
sess-eeaec5c7,2026-09-04T05:28:22.556755+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,2,0.990,viewed_step_2
sess-eeaec5c7,2026-09-04T05:28:22.558553+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,3,0.990,viewed_step_3
sess-eeaec5c7,2026-09-04T05:28:22.560114+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,4,0.990,viewed_step_4
sess-eeaec5c7,2026-09-04T05:28:22.561623+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,4,0.990,quiz_correct
sess-12bcf132,2026-09-04T05:45:37.502877+00:00,livenew1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-12bcf132,2026-09-04T05:45:37.503630+00:00,livenew1,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-bf1f64fe,2026-09-04T05:46:39.578747+00:00,lv2,Compare xylem and phloem.,BIO-C06-02,1.1081,1,0.500,initialized
sess-bf1f64fe,2026-09-04T05:46:39.579269+00:00,lv2,Compare xylem and phloem.,BIO-C06-02,1.1081,1,0.500,viewed_step_1
sess-b5317514,2026-09-04T05:46:51.833960+00:00,lv2,Why does it have folds?,NCERT-ClassXI-CH08-P102-30,0.6011,1,0.500,initialized
sess-a6f586ff,2026-09-04T05:57:10.079930+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,initialized
sess-a6f586ff,2026-09-04T05:57:10.080713+00:00,e2e_obs,Explain mitochondria.,BIO-C08-01,1.1037,1,0.500,viewed_step_1
sess-86b29ea0,2026-09-04T05:57:19.868759+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.173,initialized
sess-86b29ea0,2026-09-04T05:57:19.869251+00:00,e2e_learn,Explain it again.,BIO-C08-01,0.2877,1,0.173,viewed_step_1
sess-57507fcd,2026-09-04T05:57:45.889646+00:00,lv2,Compare xylem and phloem.,BIO-C06-02,1.1081,1,0.500,initialized
sess-57507fcd,2026-09-04T05:57:45.890201+00:00,lv2,Compare xylem and phloem.,BIO-C06-02,1.1081,1,0.500,viewed_step_1
sess-ab641bed,2026-09-04T05:57:55.573413+00:00,lv2,Why does it have folds?,NCERT-ClassXI-CH08-P102-30,0.5947,1,0.500,initialized
sess-8ccfa3d3,2026-09-04T06:59:09.392772+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,initialized
sess-8ccfa3d3,2026-09-04T06:59:09.393065+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,viewed_step_1
sess-8ccfa3d3,2026-09-04T06:59:09.395500+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,2,0.990,viewed_step_2
sess-8ccfa3d3,2026-09-04T06:59:09.397767+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,3,0.990,viewed_step_3
sess-8ccfa3d3,2026-09-04T06:59:09.399533+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,viewed_step_4
sess-8ccfa3d3,2026-09-04T06:59:09.401335+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,quiz_correct
sess-d75c7d64,2026-09-04T06:59:22.980726+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,1,0.815,initialized
sess-d75c7d64,2026-09-04T06:59:22.981050+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,1,0.815,viewed_step_1
sess-d75c7d64,2026-09-04T06:59:22.982642+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,2,0.815,viewed_step_2
sess-d75c7d64,2026-09-04T06:59:22.983787+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,3,0.815,viewed_step_3
sess-d75c7d64,2026-09-04T06:59:22.984912+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,4,0.815,viewed_step_4
sess-d75c7d64,2026-09-04T06:59:22.985985+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4636,4,0.950,quiz_correct
sess-f998cc99,2026-09-04T07:15:16.924072+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,initialized
sess-f998cc99,2026-09-04T07:15:16.924381+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,1,0.990,viewed_step_1
sess-f998cc99,2026-09-04T07:15:16.926734+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,2,0.990,viewed_step_2
sess-f998cc99,2026-09-04T07:15:16.928692+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,3,0.990,viewed_step_3
sess-f998cc99,2026-09-04T07:15:16.930833+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,viewed_step_4
sess-f998cc99,2026-09-04T07:15:16.932492+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2940,4,0.990,quiz_correct
sess-600f4155,2026-09-04T07:15:19.811598+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,1,0.950,initialized
sess-600f4155,2026-09-04T07:15:19.812195+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,1,0.950,viewed_step_1
sess-600f4155,2026-09-04T07:15:19.814113+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,2,0.950,viewed_step_2
sess-600f4155,2026-09-04T07:15:19.815651+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,3,0.950,viewed_step_3
sess-600f4155,2026-09-04T07:15:19.817050+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,4,0.950,viewed_step_4
sess-600f4155,2026-09-04T07:15:19.818237+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4627,4,0.988,quiz_correct
sess-a5049333,2026-09-04T07:19:22.663545+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,initialized
sess-a5049333,2026-09-04T07:19:22.663938+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,viewed_step_1
sess-a5049333,2026-09-04T07:19:22.666715+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,2,0.990,viewed_step_2
sess-a5049333,2026-09-04T07:19:22.668934+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,3,0.990,viewed_step_3
sess-a5049333,2026-09-04T07:19:22.671146+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,4,0.990,viewed_step_4
sess-a5049333,2026-09-04T07:19:22.672838+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,4,0.990,quiz_correct
sess-f028a8c3,2026-09-04T07:19:25.620491+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,1,0.988,initialized
sess-f028a8c3,2026-09-04T07:19:25.620812+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,1,0.988,viewed_step_1
sess-f028a8c3,2026-09-04T07:19:25.622417+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,2,0.988,viewed_step_2
sess-f028a8c3,2026-09-04T07:19:25.624854+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,3,0.988,viewed_step_3
sess-f028a8c3,2026-09-04T07:19:25.626261+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,4,0.988,viewed_step_4
sess-f028a8c3,2026-09-04T07:19:25.627405+00:00,student_local,What is lac operon regulation repressor,BIO-C28-02,1.4625,4,0.990,quiz_correct
sess-f9b7144c,2026-09-04T07:36:31.156315+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,initialized
sess-f9b7144c,2026-09-04T07:36:31.156636+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,1,0.990,viewed_step_1
sess-f9b7144c,2026-09-04T07:36:31.158932+00:00,student_local,Explain Calvin cycle steps in photosynthesis,BIO-C13-02,1.2915,2,0.990,viewed_step_2
